artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Jay Rock,WIN,spotify:track:69WMdZSqdQwFgLVpbMsZ2J,2662,0.879,0.595,1,-2.936,1,0.0889,0.0152,0.0,0.391,0.355,125.994,215227,4
Khalid,Saturday Nights,spotify:track:5kfNriitmkNE8mUbZ7gbq8,228577,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4
The Main Squeeze,Payday,spotify:track:4itLaWCetTA5rfjZ0xjuaZ,14570,0.372,0.557,5,-9.436,0,0.0457,0.0181,0.000825,0.118,0.675,183.995,243276,4
Dxrk ダーク,Terrorwave,spotify:track:4WSfDIwbhEnnYbbzuaYpwU,94153,0.798,0.491,0,-5.34,1,0.079,0.000225,0.86,0.0756,0.166,130.008,94154,4
18YOMAN,Eye Catcher,spotify:track:3syINyV3xCS38LuN1VK31M,215245,0.651,0.494,10,-9.194,1,0.0464,0.457,0.368,0.115,0.391,74.989,215246,4
GRiZ,Bass Music,spotify:track:0i9EOVFM9AxFbY0IxA2coY,104039,0.611,0.892,1,-3.156,1,0.228,0.00824,0.0139,0.169,0.504,149.835,246395,4
Peter CottonTale,Hi 5,spotify:track:4iAc8yN5dQJ8WzNz7eNq8h,274754,0.77,0.441,1,-7.083,1,0.064,0.227,0.00719,0.365,0.723,104.987,274754,4
Lee Pardini,Leon Keys (feat. Theo Katzman & Joe Dart),spotify:track:6Frt2nYG2KsXY2s3oXcSWD,213715,0.736,0.807,5,-7.553,0,0.0445,0.037,0.775,0.0942,0.678,122.963,382727,4
Sipper,Dance In Room Song,spotify:track:32pdmizVCumVDYAXTqHFRh,1509,0.583,0.82,11,-6.774,1,0.0622,0.0293,0.00119,0.608,0.759,90.611,171243,4
Jean Deaux,Moody! (feat. Saba),spotify:track:3GH8eacML602pwvPdKiLAc,105088,0.897,0.753,1,-9.129,0,0.289,0.0291,0.0,0.585,0.785,84.478,105089,4
The Dip,Anyway,spotify:track:0SmAi4dDsg4rCLxsEIr0nb,169600,0.409,0.491,0,-7.764,1,0.0336,0.461,0.0,0.341,0.522,152.987,169600,3
Billie Eilish,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,1183547,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
Commonminds,The Wave,spotify:track:1YsJwqe66K6wF6GZOkuMgV,698212,0.813,0.497,10,-6.691,0,0.326,0.26,0.0,0.102,0.86,88.906,186067,4
Arcane,The Getaway,spotify:track:0oEJcmu2pU168UOvEo9XXs,81000,0.526,0.79,4,-13.478,0,0.056,0.661,0.957,0.291,0.438,154.131,81000,3
ASL,It's Not Easy,spotify:track:7B6k7t7gcZaSv050n4GgQl,544700,0.576,0.201,7,-11.088,1,0.0368,0.927,0.0,0.167,0.336,123.757,173284,4
Ashton Mallory,baby,spotify:track:0fcclgKR8jYalvb9heQd9K,162000,0.903,0.491,1,-12.655,1,0.0501,0.257,0.00056,0.0623,0.564,110.011,162000,4
Hellogoodbye,S'only Natural - Single Edit,spotify:track:26IWqEwqG8q1uiWd21G6Ww,4170,0.837,0.497,6,-7.642,1,0.0704,0.0525,0.00789,0.304,0.96,120.028,188853,4
Buddy Rich,Willowcrest,spotify:track:0qn4NzhXrcy4R9RtHv1uQQ,265560,0.42,0.815,7,-10.334,0,0.0431,0.277,0.000169,0.767,0.361,83.982,265560,4
Aluna,Forget About Me - Eden Prince Remix,spotify:track:4KLwylSA7NJKEYqv3yXeNq,175673,0.604,0.91,3,-5.694,0,0.0333,0.0042,0.49,0.223,0.891,124.038,175673,4
Kanye West,Remote Control pt 2,spotify:track:5TRekQsv96kQezYd8TkilW,646908,0.778,0.443,4,-8.638,1,0.0681,0.125,0.000162,0.126,0.122,109.967,323455,4
Opera Divas,"O Mio Babbino Caro (From ""Downton Abbey"" & ""Room with a View"")",spotify:track:13Ie0PvWha3uzwchoeC7jC,13050,0.2,0.333,8,-8.138,1,0.0515,0.984,0.0347,0.347,0.0393,182.468,159747,3
Curtis Harding,Our Love (from the series Arcane League of Legends),spotify:track:0OFSdfkFF5wLszOz0csftu,4568654,0.574,0.764,1,-5.286,1,0.0344,0.104,4.94e-06,0.107,0.621,105.822,218249,4
Ripe,First Time Feeling,spotify:track:0d1NXkdvAOBICBtQHoMkVU,209693,0.788,0.456,2,-8.656,1,0.159,0.144,1.43e-06,0.0679,0.744,100.861,209693,4
Roosevelt,Montreal,spotify:track:5maosvba9QkQP14u6vtxog,236334,0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.203,0.838,115.973,236336,4
Adam Wakefield,Blame It on Me,spotify:track:0cf2qXajT592ThDuNzsbaj,322782,0.523,0.685,2,-4.447,1,0.035,0.0219,8.38e-06,0.16,0.39,128.35,225162,4
Jaime Wyatt,Hurt So Bad,spotify:track:0vR9THRZdAsBehAAeGSBjo,698036,0.575,0.61,0,-5.816,1,0.0253,0.00989,0.0,0.0703,0.592,94.074,229513,4
Louis The Child,Get Together (with Duckwrth),spotify:track:7vgRu7Bj2vGOh6iX41jGqJ,2311465,0.696,0.603,0,-7.14,1,0.138,0.556,0.00574,0.334,0.493,109.066,144027,4
Kacey Musgraves,Space Cowboy,spotify:track:5bum4HbCDFoB9wpsc0sQky,3670,0.447,0.429,1,-7.36,1,0.028,0.718,0.0163,0.105,0.074,116.521,216280,4
Baird,Darkness Of The Night,spotify:track:5TSRGO912KqlHs4a2e8IdL,213812,0.609,0.523,6,-9.503,0,0.0495,0.0824,0.0893,0.0461,0.608,83.977,194222,4
Kendrick Lamar,King Kunta,spotify:track:0N3W5peJUQtI4eyR6GJT5O,1382419,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
Major Lazer,Powerful,spotify:track:3eUhfanL9kEmpIPeGBl1yW,354562,0.598,0.792,11,-4.043,0,0.0478,0.121,0.0,0.158,0.732,97.479,206327,3
Houses,Fast Talk - Still Woozy Remix,spotify:track:717yuYPkh3UD3bM1clQP4T,187533,0.646,0.374,2,-11.433,1,0.05,0.408,0.142,0.0907,0.376,139.923,187533,4
Kendrick Lamar,The Recipe - Bonus Track,spotify:track:1eRBW1HcyM1zPlxO26cScZ,724293,0.759,0.782,11,-6.975,0,0.0741,0.000589,0.0,0.35,0.507,131.04,352853,4
Steep Canyon Rangers,Out in the Open,spotify:track:3rtsfBGo8OUBlpns6arxsn,705404,0.633,0.709,0,-8.339,1,0.0322,0.568,0.000519,0.14,0.743,124.649,205227,4
Chris Stapleton,Midnight Train To Memphis,spotify:track:6tInq1Sn2eehdsQGA9Aafh,871304,0.28,0.93,9,-7.573,1,0.104,0.0014,0.011,0.371,0.623,177.258,222653,3
Doja Cat,Kiss Me More (feat. SZA),spotify:track:3DarAbFujv6eYNliUTyqtz,1352123,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
Beta Radio,Tongue Tied - Acoustic,spotify:track:3yeZlcYkmkevkPR8mDmG8E,185250,0.429,0.278,7,-14.927,1,0.03,0.845,0.374,0.127,0.377,154.088,185250,4
The Home Team,Something to Hold Onto,spotify:track:0O2FaJtFnOQ4F7AhtnNtcQ,231517,0.545,0.947,10,-3.753,0,0.0544,6.1e-05,0.0,0.0673,0.712,144.985,231517,4
Scary Pockets,Thinkin Bout You,spotify:track:2ezy2iaphKXvVcfrtE38s2,4315174,0.717,0.657,11,-6.856,0,0.052,0.193,0.0105,0.207,0.912,131.305,195479,4
Ellie Goulding,Slow Grenade - Syn Cole Remix,spotify:track:2eQ0KgjaudX9rEe7suSrtg,775006,0.74,0.799,6,-4.836,0,0.0329,0.0131,8.77e-05,0.149,0.62,125.974,188571,4
Raveena,Close 2 U,spotify:track:7rgvhF2a3WjRkRtx2lndyc,239834,0.758,0.337,0,-9.776,1,0.0494,0.71,1.94e-05,0.165,0.368,93.01,239835,4
Jonah Roy,Psycho,spotify:track:4t7lpIdS2F527iGYuTZopQ,179200,0.64,0.56,7,-8.179,1,0.0591,0.165,0.000135,0.465,0.323,150.024,179201,4
Omar Apollo,Invincible (feat. Daniel Caesar),spotify:track:7jhxagwOk9y1HC5ciRfmkQ,216160,0.555,0.474,6,-11.706,0,0.0668,0.224,0.00426,0.162,0.262,134.89,216160,4
Louis The Child,Bittersweet,spotify:track:3kV7Kf6VwBby1Q4mVUFRdH,1209093,0.72,0.724,1,-4.677,1,0.0859,0.00544,0.000617,0.0655,0.917,83.939,200973,4
Transviolet,Long Shot - Mount Pleasant Remix,spotify:track:52AWuNH7rgcyRdEM0lQzPz,223589,0.692,0.756,8,-7.305,1,0.0424,0.485,0.113,0.159,0.233,116.983,223590,4
Omar Apollo,Archetype,spotify:track:5Cyy8UMG6ch51oXYenPGzN,168828,0.676,0.338,9,-7.96,1,0.0284,0.372,5.57e-06,0.468,0.321,92.029,168829,4
Ryan Castro,Medellin,spotify:track:1wCgF8rJPOD6uxMrD6gopF,209294,0.665,0.713,1,-4.829,0,0.0789,0.0552,1.2e-06,0.335,0.804,176.072,205574,4
The Home Team,Slow Bloom,spotify:track:2IfbdYIBrRHwKr6kVhSaRl,1719108,0.657,0.885,6,-4.032,0,0.0946,0.0368,1.02e-06,0.135,0.692,129.954,162578,4
Doechii,Persuasive (with SZA),spotify:track:67v2UHujFruxWrDmjPYxD6,210346,0.756,0.554,7,-7.166,0,0.145,0.211,0.0,0.274,0.563,120.028,210346,4
Omar Apollo,Endlessly,spotify:track:4VUXAoJESfRV3ceUYtzfpQ,154119,0.59,0.687,1,-7.725,1,0.101,0.658,0.00016,0.117,0.843,192.123,154120,4
Aperture Science Psychoacoustic Laboratories,Still Alive,spotify:track:0Nrw0vKim2z4dph1jsxvye,720145,0.776,0.458,2,-8.815,1,0.0341,0.851,8.1e-05,0.166,0.871,120.039,177213,4
Knox Fortune,Lil Thing,spotify:track:4At1qbqCOJ9WFbvpWTOOY4,206967,0.689,0.803,7,-3.929,1,0.15,0.23,1.95e-05,0.0897,0.659,155.967,207445,4
The Marshall Tucker Band,Flowers,spotify:track:4zXUUAfhwtZekrhryKVXxK,162246,0.676,0.461,6,-13.587,1,0.0847,0.000566,0.823,0.105,0.457,154.034,162247,4
IDK,ONCE UPON A TIME (FREESTYLE),spotify:track:7hZoTr4ffMGqm9opMiGmBp,152258,0.762,0.807,10,-5.573,0,0.292,0.0539,0.0,0.105,0.711,91.107,150819,4
Joy Oladokun,Sweet Symphony (with Chris Stapleton),spotify:track:78HpdJlNoppURkMmE0dogS,1143973,0.396,0.278,8,-9.526,1,0.05,0.796,6.92e-06,0.115,0.155,169.93,228077,3
Joji,SLOW DANCING IN THE DARK,spotify:track:0rKtyWc8bvkriBthvHKY8d,646491,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
The Longest Johns,Mingulay Boat Song,spotify:track:42ytqbbaAAVEWRYgbiCyBk,221000,0.578,0.159,2,-8.824,1,0.0758,0.899,0.0,0.593,0.331,107.634,221000,3
Kanye West,Never Abandon Your Family,spotify:track:2dz1JB89afkeSv509J5Po7,213967,0.524,0.38,6,-9.048,0,0.371,0.677,0.0,0.759,0.248,90.264,207442,4
Bill Charlap Trio,Day Dream,spotify:track:5Smmg9SpxnawbuYPKSNcmx,3940,0.432,0.0951,1,-23.511,1,0.0388,0.909,0.89,0.117,0.093,100.265,373840,4
Pomplamoose,As it Was,spotify:track:4Kma3VkX6ZzsWrm7T2Y0vH,399526,0.668,0.545,9,-5.853,1,0.0267,0.318,0.0,0.0812,0.665,86.967,199763,4
Goodie Bag,Strawberry Shortcake,spotify:track:1laalf0THR0WmH8DxVPxzf,303782,0.718,0.356,1,-12.811,0,0.0303,0.376,0.000756,0.13,0.605,114.943,303783,4
Ikey,Akata,spotify:track:3GQa1OhULDVJmM5Pmtzex0,1117442,0.62,0.804,5,-4.988,0,0.147,0.271,0.0,0.106,0.587,152.088,271613,4
Fitz and The Tantrums,HandClap,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,11230,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4
Morgan Wallen,Up Down (feat. Florida Georgia Line),spotify:track:3EWMoDIm6lzuR0zQKtuCJX,475397,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4
Joji,Daylight,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,834253,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
Herbie Hancock,Bring Down the Birds - Outtake,spotify:track:3i0meyRRCpIzyMmLdYssGw,106306,0.704,0.388,8,-15.189,1,0.0549,0.0685,0.831,0.109,0.878,134.165,106307,4
Whitney,Southern Nights,spotify:track:1vGVtARv0mDdp9tBEDyHtf,326145,0.568,0.295,7,-7.865,0,0.05,0.993,0.503,0.14,0.425,84.228,212622,4
redveil,pg baby - Remix,spotify:track:4PHAHCAJJx997egFWiqx0P,249675,0.32,0.852,10,-6.192,0,0.45,0.0994,0.0,0.179,0.852,75.792,249675,4
Les,Floatin (feat. Stalley),spotify:track:4WAXuabRW4xxTeV3ivycQH,295806,0.859,0.574,6,-6.782,1,0.271,0.0918,0.0,0.0779,0.607,156.024,286147,3
Pomplamoose,River Shiver,spotify:track:7zZ873jI0NofLOZbE1RGRQ,182000,0.723,0.818,2,-6.924,1,0.0537,0.00378,0.0,0.236,0.505,119.987,182000,4
Skip Waiters,Therapy',spotify:track:6s0puEMm8OdfYmb8zhpoUq,132180,0.747,0.515,4,-8.874,1,0.0775,0.839,0.0022,0.171,0.32,132.807,132180,4
Brothers Osborne,A Little Bit Trouble,spotify:track:5b7F5Dz5LjxMGvU3n2vqc5,1052678,0.671,0.54,2,-9.488,1,0.0302,0.113,0.0783,0.128,0.788,83.994,244733,4
DaeMoney,Top Rank,spotify:track:4ekBu24y4ed2KtQVia1LQl,125016,0.674,0.641,9,-11.702,1,0.318,0.00295,1.34e-06,0.333,0.477,146.024,125016,3
Normani,Wild Side (feat. KAYTRANADA) - KAYTRANADA Remix,spotify:track:2smDPFcFsLTxDrckkOL2gR,5258924,0.77,0.756,2,-7.456,1,0.0599,0.00374,0.000156,0.094,0.206,110.021,264000,4
Gabby Barrett,I Hope (feat. Charlie Puth),spotify:track:5cYFwgA5dHoqR3xGnlr9ew,225307,0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,211605,4
Kayo Genesis,Dopamine Detox,spotify:track:4VbqnuAIopMcpcw7KFTlhd,683337,0.506,0.399,5,-14.348,0,0.04,0.00463,0.000366,0.107,0.476,74.103,180000,4
BAYNK,Simmer,spotify:track:2RqdwP5GhU18FTHbL1Bxfe,1029801,0.849,0.336,6,-8.707,1,0.0662,0.718,0.274,0.147,0.25,114.04,235369,4
Derek & The Dominos,Bell Bottom Blues,spotify:track:2YJgM8lj4u5YEZRSHSfL60,1792790,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.136,301720,4
Rejjie Snow,ACID TRIP,spotify:track:7Es2OBtD2DPHfz6gqSWH8Z,918897,0.72,0.562,2,-7.642,1,0.0367,0.0359,0.0,0.126,0.393,98.943,188293,4
GENTLE LOVE,Aquatic Ambiance (Donkey Kong Country),spotify:track:1UHoKGNBYSw54eqmX7Jp2v,4035721,0.271,0.0692,0,-23.345,0,0.039,0.992,0.918,0.101,0.15,75.285,503025,4
Xumantra,Xumantra,spotify:track:49nyRbI14SiYSS2wo2P9p2,36183,0.423,0.0773,11,-25.369,0,0.0324,0.978,0.932,0.0751,0.136,149.974,489800,4
Joy Denalane,"A Change is Gonna Come (Version for Voice, Solo Violin and Piano)",spotify:track:2u4MVV7NB8aO5u0ASYAz22,222000,0.255,0.0484,10,-20.54,1,0.0438,0.957,5.96e-06,0.401,0.274,82.356,222000,4
Drake,A Night Off (feat. Lloyd),spotify:track:3lkkkYc1wBj5l3FVlpqvP6,440414,0.611,0.508,11,-5.573,0,0.0741,0.374,3.87e-06,0.168,0.368,103.612,193963,4
Old Crow Medicine Show,Rainy Day Women #12 & 35 (Live),spotify:track:1V64DUCRrEFgZwEwANKTw9,324734,0.498,0.891,7,-5.441,1,0.106,0.0167,1.25e-05,0.975,0.727,133.571,250213,4
wens,Take,spotify:track:6vbnoSuMEUaSBoVml8sRLY,227142,0.458,0.434,1,-6.643,0,0.0329,0.424,0.0,0.0826,0.2,163.924,227142,4
Foo Fighters,The Pretender,spotify:track:7x8dCjCr0x6x2lXKujYD34,1049552,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4
Christian Leave,Adult,spotify:track:7aPVj4na1QheevNbrv5uwC,157935,0.761,0.419,3,-10.104,1,0.277,0.548,8.69e-06,0.0853,0.567,139.483,157935,4
Disclosure,Expressing What Matters,spotify:track:16BBgexi1do4TUwdkbdmjY,263213,0.781,0.813,11,-8.164,0,0.0914,0.015,0.844,0.128,0.728,119.995,263213,4
Machine Gun Kelly,Bad Things (with Camila Cabello),spotify:track:1PSBzsahR2AKwLJgx8ehBj,727473,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,239293,4
Old Man Saxon,Hasn't Happened,spotify:track:0J2wqXZxHwcDzAOOzfSNBS,215047,0.766,0.457,6,-9.33,0,0.166,0.37,0.00103,0.0902,0.778,139.947,215047,4
X Ambassadors,Renegades,spotify:track:0fYVliAYKHuPmECRs1pbRf,589126,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
Julia Michaels,Issues,spotify:track:7vu0JkJh0ldukEYbTVcqd0,532814,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,4
Real Bad Man,Kill the Lie,spotify:track:497PcpoRdkHbP9vtyy7C2l,201310,0.704,0.533,7,-9.607,1,0.0584,0.334,0.00141,0.11,0.47,104.976,201310,4
Frank Ocean,In My Room,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,1207,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
The Clancy Brothers,Mountain Dew (with Tommy Makem),spotify:track:1t2NRCaPgdCScicuzq8tjG,18690,0.805,0.364,2,-14.493,1,0.143,0.827,2.57e-06,0.0932,0.699,103.546,131533,4
Post Malone,Circles,spotify:track:21jGcNKet2qwijlDFuPiPb,1428233,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
Chalino Sanchez,Los Chismes,spotify:track:7vafql00S0tEJ8tPpRZFFz,179211,0.779,0.737,8,-8.036,1,0.0368,0.566,0.000279,0.103,0.943,121.18,179212,4
Brothers Osborne,Shoot From The Hip,spotify:track:4F880Aeo2WO7N0lULjWgzm,448749,0.602,0.951,7,-4.807,1,0.0559,0.0583,1.28e-05,0.311,0.533,148.098,213827,4
Kendrick Lamar,All The Stars (with SZA),spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,1058793,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
Taylor Swift,peace,spotify:track:7MbT4I8qGntX4fMdqMQgke,702000,0.647,0.272,5,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.044,234000,4
Denzel Curry,Melt Session #1 [Feat. Robert Glasper],spotify:track:1GmIFHYT3N2V3G0MoYhEil,241240,0.561,0.81,5,-6.999,0,0.216,0.801,0.0,0.0777,0.134,91.662,241240,4
Zacari,Redemption Interlude,spotify:track:4FpfU1O7WCLBnmwu5XAFk4,188500,0.549,0.449,9,-13.645,0,0.104,0.662,4.88e-05,0.0866,0.223,121.164,85267,4
TREASURE,GOING CRAZY,spotify:track:6YFzL1910P0fRFh865HmI3,224968,0.75,0.888,8,-4.885,0,0.0595,0.197,0.0,0.085,0.808,124.997,224969,4
Taylor Swift,willow,spotify:track:0lx2cLdOt3piJbcaXIV74f,7292763,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
Kanye West,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8,421169,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4
Khalid,Talk (feat. Disclosure),spotify:track:6TqXcAFInzjp0bODyvrWEq,197573,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,197573,4
Mac Miller,Surf,spotify:track:1kwnxJNVl7cwcU98RvMBaR,330506,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,330507,4
JMAAAG,Subpar Guitar Piano,spotify:track:018bNT8VtSf090t4SddKc1,186350,0.513,0.234,0,-25.751,1,0.0544,0.741,0.86,0.108,0.144,169.924,93176,4
Christian Lundberg,Estella's Theme,spotify:track:4b5clPVkjIuQWbPIwBz80T,85190,0.309,0.338,3,-17.467,0,0.036,0.645,0.986,0.0648,0.0861,150.094,229733,4
SiR,W$ Boi,spotify:track:2GiMMdSlSiVNR0aPTqVJ11,840593,0.528,0.561,5,-9.684,0,0.0741,0.273,0.0,0.0783,0.172,100.079,192052,4
Tiësto,Savage,spotify:track:76A1RRDEyHKtmV3Vh6PeVN,167500,0.694,0.7,0,-5.53,0,0.0488,0.191,0.0,0.0719,0.261,127.965,167500,4
Flume,Highest Building (feat. Oklou) [Prospa Remix],spotify:track:1CJ2lDRCEm8GP4q90VSOOs,522852,0.716,0.827,8,-7.533,1,0.0668,0.00427,0.621,0.0657,0.333,135.054,261427,4
Foreigner,Down on Love,spotify:track:2Y595I3I2LYhnTTXGrg2MX,9874,0.364,0.61,4,-5.859,1,0.0305,0.224,0.0,0.305,0.37,186.427,249933,4
Motel Radio,Streetlights,spotify:track:6zTvEYeLargh0T5W48SfGD,2719062,0.497,0.64,7,-6.394,1,0.0273,0.53,0.00947,0.115,0.266,98.047,337868,4
Unusual Demont,AMBER,spotify:track:29wrhqZUPQFPjREFM6vayu,211865,0.881,0.758,8,-6.755,1,0.21,0.346,0.139,0.206,0.7,119.049,211865,4
Rex Orange County,New House,spotify:track:0O6zO72N38DFXx6R7fKsqx,722099,0.402,0.378,1,-8.682,0,0.0442,0.801,0.0,0.244,0.318,72.753,199052,4
Aminé,Woodlawn,spotify:track:4FFC7McrnnwAWKbAqbckTP,730140,0.784,0.586,10,-5.148,1,0.057,0.159,0.0,0.183,0.824,113.973,143153,4
Remi Wolf,Michael,spotify:track:3BEG90ffpOk0TO8PTEA4AT,342536,0.555,0.697,4,-4.47,1,0.0382,0.028,0.0,0.119,0.527,163.881,165453,4
Thelonious Monk,Dinah (Take 2),spotify:track:1XS5vGKquDNjxU6gLQcKd2,148933,0.539,0.297,5,-10.684,0,0.0715,0.969,0.833,0.0686,0.609,171.123,148933,3
John Coltrane,"A Love Supreme, Pt. II - Resolution",spotify:track:7unF2ARDGldwWxZWCmlwDM,437840,0.341,0.57,8,-11.71,1,0.0673,0.581,0.0,0.0966,0.392,89.754,437840,4
Rich Brian,BALI,spotify:track:2XW3vH6ZqMHvlzUSfhWW2X,602153,0.855,0.645,5,-6.321,0,0.0545,0.0107,0.0,0.226,0.654,129.999,199385,4
Brothers Osborne,Loving Me Back,spotify:track:5Zxnvruq1uxytHI0KSjSoG,30645,0.446,0.347,1,-8.523,1,0.0293,0.485,3.14e-06,0.0924,0.257,110.977,259373,3
George Strait,Two More Wishes,spotify:track:0cYRuiM5eqOawt3AA3Peix,190695,0.679,0.796,2,-5.604,1,0.0264,0.154,0.00144,0.305,0.862,121.943,179760,4
Austin Weber,Mamma Mia,spotify:track:3gYGURA3OEFy20ahTaTixi,815076,0.766,0.499,9,-8.731,1,0.0341,0.0103,2.22e-06,0.116,0.92,129.976,209560,4
Drugdealer,Far Rockaway Theme,spotify:track:0NnqnWbds7RRoSnuR1tzSO,87906,0.295,0.332,8,-11.59,1,0.154,0.281,9.63e-05,0.879,0.665,138.325,87907,1
Post Sex Nachos,Coffee,spotify:track:3a9cCw16YWkeOBQkCG22X9,153149,0.444,0.307,4,-14.076,1,0.0307,0.516,1.46e-06,0.318,0.349,160.305,184500,3
Jim Jones,We Set The Trends,spotify:track:3KNxJvz0dM6aPb6bVJdyKi,2320,0.801,0.794,6,-4.674,0,0.315,0.0771,0.0,0.204,0.757,119.044,217815,4
DJ Nelson,PAPI (feat. Babywine & Alberto Stylee),spotify:track:2wQBzAZdsaqDBbtwBk5MhA,187092,0.909,0.716,1,-6.628,1,0.126,0.359,0.00224,0.106,0.417,105.078,187093,4
Pomplamoose,Laisse béton,spotify:track:2dltU3IS6lVwhM3JiX2PWl,166000,0.567,0.562,7,-5.978,0,0.0376,0.47,0.0223,0.136,0.261,140.22,166000,4
Andy Thorn,Winter's Gone,spotify:track:7ziMZpSrxwsLGSy7RcgqHn,109592,0.569,0.428,0,-9.102,1,0.0336,0.549,1.05e-06,0.224,0.332,114.227,198623,4
Royal Canoe,Butterfalls,spotify:track:6zZprQnnTxUJy26db19EAU,208047,0.727,0.606,0,-6.932,1,0.0795,0.471,0.000706,0.175,0.309,123.904,208048,4
Jak Lizard,Cauliflower,spotify:track:4Vp0zrHb37MuYWmzsbXQWa,138000,0.473,0.694,8,-3.946,1,0.214,0.362,0.0,0.106,0.624,75.866,138000,4
ABBA,Chiquitita,spotify:track:762B4bOcXF7I2Y8UlKTyTy,1637199,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326320,4
Jimi Hendrix,One Rainy Wish,spotify:track:5Zyv0v4rPcrXjkaeImuodv,2240,0.316,0.756,8,-6.315,1,0.1,0.294,0.429,0.351,0.332,165.963,221827,4
Mötley Crüe,Dr. Feelgood,spotify:track:2cc9k15AifO7RfxxuEExkS,340030,0.535,0.967,2,-4.082,1,0.0678,0.000885,0.0181,0.233,0.353,110.975,291307,4
Storm Weather Shanty Choir,Ring Down Below,spotify:track:0mPYN69Ko3N8HeaZwZv1am,1544835,0.623,0.254,10,-11.573,0,0.22,0.979,0.0,0.293,0.625,82.681,114053,4
10 Years,Wasteland,spotify:track:3pO37BXsjMC2wApALxGbuB,11075,0.409,0.783,6,-5.083,0,0.0731,0.000422,0.000354,0.0664,0.313,145.541,229867,4
SZA,The Other Side (from Trolls World Tour),spotify:track:463PQggkmk5tTw8ug0ahOX,572157,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,188187,4
Pomplamoose,Like A Prayer,spotify:track:1CEcG2Cqcck2gSqbDNUE4a,199615,0.786,0.525,0,-9.305,0,0.0322,0.0931,2.68e-06,0.465,0.778,104.016,193844,4
Saba,Survivor's Guilt (feat. G Herbo),spotify:track:1ZTOr7I40ziaQb1vvCM3Ar,222830,0.902,0.48,1,-9.412,1,0.264,0.000937,2.92e-06,0.408,0.462,140.023,222830,4
The Texas Gentlemen,Bondurant Women,spotify:track:1p9UwwnIN5sG7CSXivLAq1,694926,0.466,0.811,2,-6.498,1,0.038,0.0745,0.000479,0.65,0.213,100.037,316427,4
Lauv,Drugs & The Internet,spotify:track:4VM8y5Tx6UBxzfuLvYrhFf,733888,0.437,0.551,2,-7.044,1,0.143,0.361,8.65e-05,0.333,0.245,88.941,178560,4
Randy Houser,High Time,spotify:track:2k3XVSB5S7teKwdOCZ6E99,367620,0.656,0.683,7,-5.906,1,0.0331,0.0522,0.0108,0.0961,0.651,146.018,348413,4
Toubab Krewe,Salut,spotify:track:4Pyfmkdx0PsE77KpufP4LR,591786,0.561,0.77,5,-9.951,1,0.0308,0.374,0.943,0.169,0.682,146.12,319326,4
